mjd,flux,fluxe,flux_rolling_mean,flux_rolling_rmsd
59073.48,1.22e-16,9.38e-19,1.2211666666666668e-16,4.528888888888893e-18
59074.39,1.36e-16,1.0454999999999999e-17,1.2186666666666667e-16,4.527777777777782e-18
59075.46,1.17e-16,1.125e-18,1.219666666666667e-16,4.248333333333337e-18
59076.36,1.12e-16,1.38e-18,1.2143333333333333e-16,3.913333333333337e-18
59076.39,1.2e-16,1.41e-18,1.2123333333333335e-16,3.9027777777777826e-18
59077.46,1.19e-16,1.655e-18,1.2078333333333334e-16,3.724444444444448e-18
59077.47,1.14e-16,1.47e-18,1.2038333333333335e-16,3.636111111111114e-18
59079.4,1.16e-16,1.7e-18,1.1961666666666666e-16,3.4522222222222265e-18
59079.42,1.16e-16,1.43e-18,1.1928333333333334e-16,3.498333333333338e-18
59080.34,1.14e-16,8.58e-19,1.1885e-16,3.7055555555555615e-18
59080.36,1.18e-16,1.22e-18,1.1853333333333335e-16,3.541666666666671e-18
59080.37,1.17e-16,1.53e-18,1.180666666666667e-16,3.721111111111115e-18
59081.4,1.15e-16,1.36e-18,1.1773333333333334e-16,3.514444444444446e-18
59081.42,1.16e-16,1.51e-18,1.1733333333333333e-16,3.6111111111111124e-18
59082.47,1.1650000000000002e-16,1.38e-18,1.1736666666666667e-16,3.6266666666666674e-18
59084.49,1.165e-16,1.41e-18,1.176e-16,3.996666666666668e-18
59085.46,1.15e-16,1.53e-18,1.176e-16,4.121666666666668e-18
59085.47,1.22e-16,1.63e-18,1.1753333333333333e-16,4.182222222222225e-18
59086.34,1.2e-16,1.22e-18,1.1773333333333332e-16,4.179444444444447e-18
59086.4,1.1650000000000002e-16,1.5650000000000001e-18,1.1806666666666666e-16,4.0011111111111134e-18
59087.36,1.16e-16,1.44e-18,1.182e-16,4.172777777777779e-18
59087.38,1.12e-16,1.35e-18,1.1833333333333334e-16,4.290000000000002e-18
59088.39,1.15e-16,7.02e-19,1.1853333333333335e-16,4.152777777777779e-18
59088.4,1.11e-16,1.46e-18,1.1863333333333334e-16,4.06888888888889e-18
59089.44,1.185e-16,1.285e-18,1.1896666666666666e-16,4.2316666666666684e-18
59089.46,1.11e-16,1.16e-18,1.1893333333333334e-16,4.240000000000001e-18
59090.49,1.21e-16,8.27e-19,1.1865000000000001e-16,4.509444444444445e-18
59091.46,1.13e-16,1.72e-18,1.1851666666666668e-16,4.6477777777777774e-18
59093.37,1.21e-16,4.34e-18,1.1828333333333335e-16,4.892777777777777e-18
59094.36,1.31e-16,8.39e-18,1.1811666666666666e-16,5.084444444444445e-18
59094.4,1.22e-16,7.91e-18,1.1813333333333333e-16,5.079444444444445e-18
59095.38,1.34e-16,5.76e-18,1.1805e-16,5.1499999999999996e-18
59095.4,1.23e-16,5.56e-18,1.1811666666666666e-16,5.0650000000000004e-18
59096.34,1.22e-16,4.07e-18,1.1791666666666668e-16,4.930555555555555e-18
59097.46,1.24e-16,5.39e-18,1.1761666666666668e-16,5.033888888888889e-18
59098.38,1.23e-16,4.49e-18,1.177e-16,5.071666666666667e-18
59099.31,1.2e-16,3.68e-18,1.1773333333333334e-16,5.024444444444445e-18
59099.35,1.19e-16,3.7e-18,1.1790000000000003e-16,4.842777777777779e-18
59102.43,1.26e-16,1.18e-17,1.1783333333333333e-16,4.8255555555555556e-18
59104.41,1.13e-16,4.2e-18,1.181e-16,4.6738888888888885e-18
59106.37,1.095e-16,1.465e-18,1.1811666666666666e-16,4.777777777777778e-18
59107.31,1.13e-16,1.57e-18,1.1821666666666668e-16,4.5661111111111116e-18
59108.38,1.08e-16,9.51e-19,1.1808333333333334e-16,4.520000000000001e-18
59108.39,1.11e-16,2.67e-19,1.1808333333333334e-16,4.438333333333335e-18
59109.41,1.17e-16,1.36e-18,1.1771666666666667e-16,4.564444444444447e-18
59109.42,1.14e-16,1.1975e-18,1.1721666666666666e-16,4.1583333333333355e-18
59110.36,1.17e-16,6.95e-19,1.1705000000000002e-16,4.038888888888889e-18
59110.37,1.16e-16,8.06e-19,1.1643333333333335e-16,3.550555555555556e-18
59111.4,1.11e-16,6.39e-19,1.1636666666666668e-16,3.5322222222222214e-18
59112.34,1.19e-16,1.69e-18,1.163e-16,3.506666666666666e-18
59112.4,1.17e-16,1.51e-18,1.1621666666666667e-16,3.4577777777777776e-18
59113.28,1.17e-16,1.19e-18,1.1611666666666665e-16,3.3977777777777775e-18
59113.32,1.13e-16,7.28e-19,1.1601666666666666e-16,3.3411111111111104e-18
59114.31,1.19e-16,1.22e-18,1.1591666666666667e-16,3.3111111111111106e-18
59115.31,1.19e-16,1.41e-18,1.1541666666666666e-16,3.2066666666666658e-18
59115.32,1.14e-16,1.1269999999999999e-18,1.1558333333333335e-16,3.106666666666665e-18
59116.34,1.17e-16,1.4e-18,1.1603333333333333e-16,3.0594444444444433e-18
59116.36,1.13e-16,1.52e-18,1.1606666666666668e-16,2.9349999999999986e-18
59117.35,1.1e-16,1.74e-18,1.165e-16,2.7861111111111095e-18
59117.37,1.16e-16,1.56e-18,1.167e-16,2.6116666666666647e-18
59118.26,1.17e-16,5.74e-19,1.1671666666666668e-16,2.6538888888888862e-18
59118.34,1.155e-16,5.69e-19,1.168e-16,2.5672222222222204e-18
59119.38,1.21e-16,2.25e-18,1.1666666666666668e-16,2.6605555555555524e-18
59121.45,1.2e-16,3.61e-18,1.1668333333333333e-16,2.6672222222222195e-18
59123.33,1.215e-16,7.67e-18,1.1658333333333334e-16,2.7461111111111078e-18
59124.34,1.2e-16,6.16e-18,1.165e-16,2.6838888888888864e-18
59125.3,1.17e-16,5.515e-18,1.1643333333333335e-16,2.6733333333333314e-18
59126.3,1.16e-16,5.16e-18,1.162e-16,2.825555555555553e-18
59126.36,1.11e-16,4.67e-18,1.1603333333333333e-16,2.9711111111111093e-18
59127.39,1.18e-16,5.35e-18,1.1590000000000002e-16,2.878888888888887e-18
59128.26,1.23e-16,3.8e-18,1.158e-16,2.7811111111111088e-18
59129.23,1.14e-16,1.15e-18,1.1548333333333333e-16,3.079999999999998e-18
59129.24,1.21e-16,1.62e-18,1.1538333333333334e-16,3.071666666666664e-18
59130.26,1.17e-16,4.42e-19,1.1515e-16,3.2544444444444423e-18
59131.24,1.1749999999999999e-16,7.455e-19,1.1551666666666668e-16,3.263888888888887e-18
59134.3,1.1650000000000002e-16,6.1e-19,1.1588333333333335e-16,3.677777777777776e-18
59135.25,1.13e-16,1.29e-18,1.1585e-16,3.747777777777777e-18
59136.3,1.1650000000000002e-16,1.31e-18,1.1586666666666667e-16,3.788888888888888e-18
59137.34,1.08e-16,5.69e-19,1.1573333333333333e-16,3.762777777777778e-18
59138.28,1.1650000000000002e-16,7.84e-19,1.1566666666666666e-16,3.81111111111111e-18
59139.25,1.15e-16,1.1e-18,1.1546666666666668e-16,3.720555555555555e-18
59140.24,1.1e-16,1.48e-18,1.1545e-16,3.8255555555555555e-18
59140.25,1.08e-16,1.43e-18,1.1538333333333334e-16,3.879444444444443e-18
59141.18,1.15e-16,9.02e-19,1.1531666666666667e-16,3.906666666666667e-18
59143.22,1.16e-16,1.52e-18,1.1535000000000002e-16,3.795e-18
59144.21,1.045e-16,1.37e-18,1.1505000000000002e-16,3.871111111111112e-18
59145.35,1.14e-16,1.29e-18,1.1471666666666667e-16,3.6427777777777786e-18
59146.24,1.06e-16,7.344999999999999e-18,1.1455e-16,3.7411111111111125e-18
59147.31,1.21e-16,5.79e-18,1.1421666666666666e-16,3.639444444444445e-18
59149.2,1.27e-16,6.27e-18,1.1388333333333334e-16,3.806666666666668e-18
59149.21,1.16e-16,7.71e-18,1.1361666666666666e-16,3.883888888888891e-18
59151.23,1.16e-16,5.79e-18,1.1346666666666667e-16,3.898888888888891e-18
59153.32,1.17e-16,5.65e-18,1.1345e-16,3.811666666666669e-18
